Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
2211,INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR,890.480.308-0,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,Carrera 9 No.39-12,6600391,ORDENANZA 35 Asamblea Departamental de Bolivar.,12/03/1990 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unibac.edu.co
2301,UNIDAD CENTRAL DEL VALLE DEL CAUCA,891.900.853-0,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76834,TULUA,Carrera 27 A No.48-144 Km.1 salida Sur Tulu�,2242200,ACUERDO 24 Concejo Municipal de Tulua.,06/30/1971 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uceva.edu.co
2302,INSTITUCION UNIVERSITARIA DE ENVIGADO,811.000.278,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5266,ENVIGADO,Cra. 27B N� 39 A sur 57,3391010,ACUERDO 44 Concejo Municipal de Envigado.,11/25/1996 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iue.edu.co
2701,INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 9  13-40 Piso 4,6683535,RESOLUCION 1384 MINISTERIO DE EDUCACION NACIONAL.,04/01/1975 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.odontologico.edu.co
2702,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 19  8A-32,5998977,RESOLUCION 10917 MINISTERIO DE EDUCACION NACIONAL.,12/01/1976 12:00:00 AM,SI,12/09/2019 12:00:00 AM,13601,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fucsalud.edu.co
2704,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-,860.045.740,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 35 No. 6-16,3395300,RESOLUCION 5157 MINISTERIO DE EDUCACION NACIONAL.,08/29/1975 12:00:00 AM,SI,11/25/2019 12:00:00 AM,12334,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cesa.edu.co
2707,FUNDACION UNIVERSITARIA JUAN N. CORPAS,860.038.374-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Avenida Corpas  Km. 3  Suba,6622222,RESOLUCION 2105 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.juancorpas.edu.co
2708,UNIVERSIDAD CES,890.984.002-6,PRINCIPAL,FUNDACION,PRIVADA,UNIVERSIDAD,5,ANTIOQUIA,5001,MEDELLIN,Calle 10A  22-04,4440555,RESOLUCION 11154 MINISTERIO DE EDUCACION NACIONAL.,08/04/1978 12:00:00 AM,SI,12/09/2019 12:00:00 AM,13602,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ces.edu.co
2709,FUNDACION UNIVERSITARIA SAN MARTIN,860.503.634-9,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 18 No. 80-45,5301001,RESOLUCION 12387 MINISTERIO DE EDUCACION NACIONAL.,08/18/1981 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.sanmartin.edu.co
2710,FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE,860.513.077-9,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 72  11-41,2494959,RESOLUCION 1381 MINISTERIO DE EDUCACION NACIONAL.,02/13/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unimonserrate.edu.co
2711,UNIVERSIDAD CATOLICA DE PEREIRA,891.408.261,PRINCIPAL,FUNDACION,PRIVADA,UNIVERSIDAD,66,RISARALDA,66001,PEREIRA,Avenida de las Am�ricas Cra. 21  49-95,3124000,RESOLUCION 10918 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ucpr.edu.co
2712,FUNDACION UNIVERSITARIA KONRAD LORENZ,860.504.759-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 9 Bis  62-43,3472311,RESOLUCION 18537 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.konradlorenz.edu.co
2713,FUNDACION UNIVERSITARIA LOS LIBERTADORES,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 16  63A-68,2544750,RESOLUCION 7542 MINISTERIO DE EDUCACION NACIONAL,05/18/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
2715,FUNDACION UNIVERSITARIA DE POPAYAN,891.501.835-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,19,CAUCA,19001,POPAYAN,Los Robles Km.. 8 v�a al Sur,8238025,RESOLUCION 10161 MINISTERIO DE EDUCACION NACIONAL.,07/28/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fup.edu.co
2719,UNIVERSIDAD CAT�LICA LUIS AMIG�-FUNLAM,890.985.189-9,PRINCIPAL,FUNDACION,PRIVADA,UNIVERSIDAD,5,ANTIOQUIA,5001,MEDELLIN,Transversal  51A  67B - 90,4487666,RESOLUCION 17701 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.funlam.edu.co
2720,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,800057330 -3,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,15,BOYACA,15001,TUNJA,Carrera 11 11-16,7470333,RESOLUCION 2085 MINISTERIO DE EDUCACION NACIONAL,03/24/1987 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.jdc.edu.co
2721,FUNDACION UNIVERSITARIA MARIA CANO,800.036.781-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 56  41-90,4025500,RESOLUCION 17996 MINISTERIO DE EDUCACION NACIONAL,11/17/1987 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fumc.edu.co
2722,FUNDACION CENTRO UNIVERSITARIO DE BIENESTAR RURAL,800053190-0,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,19,CAUCA,19573,PUERTO TEJADA,Vereda Periconegro,,RESOLUCION 9111 MINISTERIO DE EDUCACION NACIONAL,07/11/1988 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cubr.edu.co
2723,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,860531081-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 170  50-90,6700666,RESOLUCION 2599 MINISTERIO DE EDUCACION NACIONAL.,03/13/1986 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniagraria.edu.co
2724,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -,800.152.804-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,68,SANTANDER,68679,SAN GIL,Km. 2  via San Gil - Charal�,7245757,RESOLUCION 10989 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisangil.edu.co
2725,POLITECNICO GRANCOLOMBIANO,860.078.643-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 57  3-00 Este,7455555,RESOLUCION 19349 MINISTERIO DE EDUCACION NACIONAL,11/04/1980 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.poli.edu.co
2727,FUNDACION UNIVERSITARIA-CEIPA-,890910961-7,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5631,SABANETA,Calle 77 sur No. 40 -165,3056100,RESOLUCION 6266 MINISTERIO DE EDUCACION NACIONAL.,05/04/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ceipa.edu.co
2728,FUNDACION UNIVERSITARIA DEL AREA ANDINA,860.517.302,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Clle 71 No. 13-21,3466600,RESOLUCION 22215 MINISTERIO DE EDUCACION NACIONAL.,12/09/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.areanadina.edu.co
2730,FUNDACION ESCUELA COLOMBIANA DE REHABILITACION,830.011.184-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Avenida Cra. 15   151-68,6270649,RESOLUCION 5090 MINISTERIO DE EDUCACION NACIONAL.,11/03/1995 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ecr.edu.co
2731,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM,800.185.664-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Carrera 122  12 - 459 Pance,5552767,RESOLUCION 944 MINISTERIO DE EDUCACION NACIONAL.,03/19/1996 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unicatolica.edu.co
2732,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,811.010.001-2,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Carrera 21  34B -  07,8609822,RESOLUCION 1671 MINISTERIO DE EDUCACION NACIONAL.,05/20/1997 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ucn.edu.co
2733,FUNDACI�N UNIVERSITARIA SAN ALFONSO- FUSA-,830.081.981 -8,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 37  22 - 47,2445053,RESOLUCION 3296 MINISTERIO DE EDUCACION NACIONAL.,12/07/2000 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fusa.edu.co
2736,FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA,811.026.923,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 76 No. 87 - 14,2640303,RESOLUCION 3298 MINISTERIO DE EDUCACION NACIONAL,12/07/2000 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisbc.edu.co
2737,FUNDACION UNIVERSITARIA DEL AREA ANDINA,860.517.302-1,SECCIONAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,66,RISARALDA,66001,PEREIRA,Calle 24 No.8-55,3255992,RESOLUCION 22215 MINISTERIO DE EDUCACION NACIONAL.,12/09/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.funandi.edu.co
2738,FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA,830.084.876.6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 33 A No.30-20,5082244,RESOLUCION 598 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniempresarial.edu.co
2739,FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR,811028521-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5045,APARTADO,Carrera 111  101-64 Barrio Los Pinos,8286999,RESOLUCION 596 MINISTERIO DE EDUCACION NACIONAL.,04/02/2001 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fesu.edu.co
2740,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA,830.088.283,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Avenida 19  2-49 Piso 2,2811777,RESOLUCION 849 MINISTERIO DE EDUCACION NACIONAL.,05/08/2001 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unica.edu.co
2741,FUNDACION DE ESTUDIOS SUPERIORES - MONSE�OR ABRAHAM ESCUDERO MONTOYA  - FUNDES,809008799-7,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,73,TOLIMA,73268,ESPINAL (CHICORAL),Carrera 7  10-37,2485862,RESOLUCION 1495 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fundes.edu.co
2743,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO,844.002.071 -4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,85,CASANARE,85001,YOPAL,Carrera 19  39 - 40,6320700,RESOLUCION 1311 MINISTERIO DE EDUCACION NACIONAL,06/11/2002 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unitropico.edu.co
2744,UNIVERSIDAD CESMAG - UNICESMAG,800109387-7,PRINCIPAL,FUNDACION,PRIVADA,UNIVERSIDAD,52,NARINIO,52001,PASTO,Carrera 20A  14-54,7206859,RESOLUCION 10735 MINISTERIO DE EDUCACION NACIONAL.,06/26/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iucesmag.edu.co
2745,UNIPANAMERICANA - FUNDACION UNIVERSITARIA PANAMERICANA,860.506.140-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Av. 32   17-30,3380606,RESOLUCION 23635 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unipanamericana.edu.co
2746,FUNDACION UNIVERSITARIA SANITAS,830.113.458 - 6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 100 11 B - 67,6680050,RESOLUCION 3015 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisanitas.edu.co
2747,FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Circular 73  35 -04,4114848,RESOLUCION 12998 MINISTERIO DE EDUCACION NACIONAL.,08/12/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uam.edu.co
2748,FUNDACION UNIVERSITARIA SEMINARIO TEOLOGICO BAUTISTA INTERNACIONAL,805.027.579-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Carrera 56 (Av. Guadalupe)  1B-112,5132320,RESOLUCION 1427 MINISTERIO DE EDUCACION NACIONAL,06/24/2003 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.funibautista.edu.co
2749,INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA,811028188-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Carrera 70  52-49 Barrio Los Colores,4600700,RESOLUCION 1104 MINISTERIO DE EDUCACION NACIONAL.,04/17/1997 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iush.edu.co
2805,UNIVERSIDAD SIMON BOLIVAR,890.104.633-9,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,8,ATLANTICO,8001,BARRANQUILLA,Carrera 59 No.59-92,3441265,RESOLUCION 1318 GOBERNACION DEL ATLANTICO.,11/15/1972 12:00:00 AM,SI,12/15/2016 12:00:00 AM,23095,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisimonbolivar.edu.co
2810,CORPORACION UNIVERSIDAD DE LA COSTA CUC,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,8,ATLANTICO,8001,BARRANQUILLA,Calle 58  55-66,3440983,RESOLUCION 352 GOBERNACION DEL ATLANTICO,,SI,09/06/2019 12:00:00 AM,9521,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cuc.edu.co
2811,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,860.034.811,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,AK 45  205-59 (Autopista Norte - Km.13),6683600,RESOLUCION 86 MINISTERIO DE JUSTICIA.,01/19/1973 12:00:00 AM,SI,03/18/2019 12:00:00 AM,2710,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.escuelaing.edu.co
2812,UNIVERSIDAD EAN,860.026.058,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 11 No 78-47,5936160,RESOLUCION 2898 MINISTERIO DE JUSTICIA,05/16/1969 12:00:00 AM,SI,12/29/2017 12:00:00 AM,29499,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ean.edu.co
2813,UNIVERSIDAD EIA,890.983.722-6,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,5,ANTIOQUIA,5266,ENVIGADO,Calle 25 Sur  42-73,3317850,RESOLUCION 20120 MINISTERIO DE EDUCACION NACIONAL,11/12/1979 12:00:00 AM,SI,12/18/2017 12:00:00 AM,28480,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.eia.edu.co
2815,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,No Informa,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Cra 84 No. 33 AA - 01,2508328,RESOLUCION 8529 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unac.edu.co
2818,CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-,891.409.768-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,66,RISARALDA,66682,SANTA ROSA DE CABAL,Cra. 14  27-80 Santa Rosa de Cabal,643000,RESOLUCION 6387 MINISTERIO DE EDUCACION NACIONAL,05/03/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisarc.edu.co
2820,CORPORACION UNIVERSITARIA LASALLISTA,890.984.812-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5129,CALDAS,Carrera  51  118 Sur-57,3000200,RESOLUCION 9887 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.lasallista.edu.co
2822,ESCUELA SUPERIOR DE OFTALMOLOGIA INSTITUTO BARRAQUER DE AMERICA,860.054.986-9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,"Avenida  Calle 100  18A - 51, Oficina 306",6449552,RESOLUCION 1590 MINISTERIO DE EDUCACION NACIONAL,02/25/1977 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.institutobarraquer.com
2823,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR,892.201.263-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,70,SUCRE,70001,SINCELEJO,Carretera Troncal Occidente V�a Corozal,2804011,RESOLUCION 7786 MINISTERIO DE EDUCACION NACIONAL.,06/05/1978 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cecar.edu.co
2824,CORPORACION UNIVERSITARIA DE COLOMBIA IDEAS,860.524.958,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 70 10A-75,6061102,RESOLUCION 22185 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ideas.edu.co
2825,CORPORACION UNIVERSITARIA RAFAEL NU�EZ,890.481.276-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,"Edificio Rafael Nu�ez, Centro Calle de la Soledad No. 5-70",6607777,RESOLUCION 6644 MINISTERIO DE EDUCACION NACIONAL,06/05/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.curn.edu.co
2827,CORPORACION UNIVERSITARIA DEL META - UNIMETA,892.099.267-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,50,META,50001,VILLAVICENCIO,Carrera 33 No. 34-06 Edificio H�roes del Pantano de Vargas,6624080,RESOLUCION 12249 MINISTERIO DE EDUCACION NACIONAL.,08/05/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unimeta.edu.co
2828,CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-,800.107.584-2,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,41,HUILA,41001,NEIVA,Calle 21  6-01,8754220,RESOLUCION 21000 MINISTERIO DE EDUCACION NACIONAL.,12/22/1989 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corhuila.edu.co
2829,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,800.116.217-2,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 81 B No. 72 B - 70,2916520,RESOLUCION 10345 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniminuto.edu
2830,CORPORACION UNIVERSITARIA IBEROAMERICANA,860.503.837-7,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 67   5-27,3489292,RESOLUCION 428 MINISTERIO DE EDUCACION NACIONAL,01/28/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iberoamericana.edu.co
2831,CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA,830018780-7,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 74  15-73,3220055,RESOLUCION 20 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniciencia.edu.co
2832,UNIVERSIDAD DE SANTANDER - UDES,804001890-1,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,68,SANTANDER,68001,BUCARAMANGA,Calle 70 No. 55-210 Lagos del Cacique,6516500,RESOLUCION 810 MINISTERIO DE EDUCACION NACIONAL.,03/12/1996 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.udes.edu.co
